IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20
631780107;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631780108;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631930101;56,0;11,2;17870;23120;30000;0,52;12720;16360;18800;21020;25670;28210;32010;38800;3,1;3,7;0,250;64,5;59,9;2,0;2,6;32,6;2,9;1
631930102;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631930103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631930104;42,8;24,1;13490;19600;26420;0,66;6780;11740;14760;17510;22140;24830;28130;32310;4,8;5,5;0,288;55,6;52,3;2,8;0,5;41,8;2,6;1
631930105;55,5;14,6;16460;23150;30780;0,62;10920;15210;18270;20280;25670;28700;32850;39390;3,6;4,4;0,273;66,2;61,8;2,7;1,7;30,9;2,9;1
632840101;s;s;16210;21400;27520;0,53;11120;14990;17190;19360;24040;26340;29270;35950;3,2;4,5;0,285;69,7;63,6;3,2;2,9;25,7;4,6;0
632840102;48,2;18,1;15550;21860;29270;0,63;9270;13900;16950;19440;24710;27510;31990;38110;4,1;5,5;0,303;72,9;67,2;2,6;3,1;23,6;3,5;0
632840103;55,1;13,3;17450;24200;32750;0,63;10670;16100;18940;21750;26940;30400;35150;41480;3,9;4,7;0,287;68,2;63,3;2,6;2,3;27,5;4,3;0
632840104;59,1;10,2;18260;23940;30900;0,53;13150;16740;19290;21830;26340;29280;33440;40880;3,1;3,7;0,255;69,3;64,6;2,2;2,5;27,3;3,4;0
633000101;38,8;31,7;10740;18070;26170;0,85;2580;8810;12650;15540;21170;23980;29570;38610;15,0;13,9;0,402;77,3;67,5;4,5;5,3;18,8;3,9;0
633000102;47,4;22,6;13770;20200;27620;0,69;7150;12080;15460;17900;23110;25950;29800;37450;5,2;6,6;0,325;63,6;57,7;3,6;2,3;33,4;3,0;0
633000103;54,0;17,3;16050;22640;29400;0,59;9040;14570;17300;20200;24990;27420;31280;37810;4,2;5,1;0,286;64,1;59,5;2,3;2,3;33,3;2,6;0
633000104;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
633000105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
633000106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
633000107;50,9;24,0;13610;22200;30460;0,76;5080;10750;15410;19090;24920;28390;33310;41350;8,1;10,0;0,356;56,2;49,5;3,1;3,6;39,1;4,7;0
633000108;52,8;19,7;15340;22890;31140;0,69;8190;13270;17230;19920;25950;29230;33970;42160;5,1;6,9;0,337;65,9;59,2;2,5;4,2;30,3;3,8;0
633000109;72,0;s;23420;30470;42150;0,61;16940;21200;24700;27400;33830;38320;46020;59960;3,5;4,1;0,284;65,4;60,7;1,7;3,0;24,8;9,8;0
633000110;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
633000111;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
633070101;61,3;10,2;18280;25640;35590;0,67;12890;17110;19750;22520;29270;32970;38690;50470;3,9;5,1;0,317;63,8;57,5;2,2;4,1;30,8;5,4;1
633070102;s;s;14990;22420;30610;0,70;8110;12930;16600;19630;24970;28630;33080;41490;5,1;6,8;0,329;55,1;49,6;2,3;3,2;41,1;3,8;1
633070103;67,4;s;20030;27480;37530;0,64;13740;18310;21510;24440;30900;35020;40810;50960;3,7;4,7;0,294;54,5;50,1;1,5;2,9;39,3;6,2;1
634300101;39,7;31,8;11170;18570;26550;0,83;4310;9470;12680;15940;21160;24870;28510;35600;8,3;9,8;0,367;57,7;50,2;4,2;3,3;38,2;4,1;0
634300102;s;s;9570;16390;23320;0,84;2330;7520;10620;13850;18650;21840;25050;30470;13,1;11,9;0,365;64,5;57,1;5,0;2,4;34,0;1,5;0
634300103;19,3;58,4;4350;10590;17610;1,25;0;1490;5810;7990;13580;15930;19740;24740;so;171,6;0,480;63,0;52,0;7,5;3,5;34,6;2,4;0
634300104;33,4;31,9;11080;17590;24540;0,76;4740;9560;12300;14960;20180;23080;25500;32330;6,8;9,6;0,392;55,7;47,6;3,4;4,7;33,9;10,4;0
634300105;35,0;34,6;10230;17640;24120;0,79;5500;8760;11700;14760;19980;22560;26200;33120;6,0;8,0;0,349;53,4;47,2;4,0;2,2;42,1;4,5;0
634300106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
634300107;48,4;18,5;15440;21700;28740;0,61;9130;13870;16990;19460;23970;26950;30340;36450;4,0;5,4;0,305;63,7;56,4;3,1;4,2;32,7;3,6;0
640240101;65,0;11,9;20930;34070;59360;1,13;11310;18410;23110;28320;39950;51210;68100;90370;8,0;11,1;0,445;49,9;37,1;2,2;10,6;33,3;16,8;0
640240102;49,8;17,8;15770;22670;33400;0,78;8960;14150;17310;19860;25820;30490;36960;46710;5,2;6,7;0,346;60,5;49,1;3,5;7,9;33,4;6,1;0
640240103;55,5;15,5;17530;25240;34620;0,68;10260;15480;18930;21940;28060;31640;37560;49570;4,8;6,3;0,331;63,5;53,6;3,3;6,6;30,8;5,7;0
640240104;52,4;14,4;17370;24100;32410;0,62;10850;15490;18530;21260;27040;30640;35470;46020;4,2;6,5;0,351;56,4;47,4;3,5;5,5;33,6;10,0;0
640240105;59,7;13,0;18230;27620;40750;0,82;11580;16430;20240;24070;32490;38070;44500;58890;5,1;7,2;0,365;48,1;39,0;3,0;6,1;41,3;10,6;0
640240106;57,8;14,9;17090;25290;36730;0,78;10780;15410;18590;21970;28970;33880;40880;53060;4,9;7,0;0,363;55,6;45,8;3,4;6,4;35,6;8,8;0
640240107;55,3;14,3;16640;23520;33800;0,73;10680;15030;18010;20850;27120;30950;36720;47800;4,5;6,1;0,342;58,7;51,0;3,1;4,6;33,3;8,0;0
640240108;52,0;17,5;15900;21970;30900;0,68;9450;14320;16840;19260;25050;28450;33580;42270;4,5;6,1;0,328;62,8;52,7;3,8;6,3;31,5;5,7;0
640240109;49,9;14,6;16170;21850;28900;0,58;10880;14980;17450;19770;24460;27380;30670;36060;3,3;4,2;0,265;54,0;47,4;3,2;3,4;41,8;4,2;0
640240110;53,6;14,1;17270;23980;32950;0,65;10810;15510;18390;21300;26580;30410;35360;44450;4,1;5,7;0,319;55,2;45,8;3,5;5,9;38,8;6,0;0
640240111;59,6;11,1;18590;26270;35930;0,66;12220;16770;19920;22580;29380;33570;38250;49620;4,1;5,5;0,326;57,2;46,3;3,3;7,6;34,6;8,2;0
640240112;47,9;21,0;14620;20960;28260;0,65;8640;12800;16150;18480;23460;26590;30620;38120;4,4;5,9;0,312;59,5;51,9;4,0;3,6;36,7;3,8;0
640240113;59,4;12,1;18070;25520;36880;0,74;11730;16230;19690;22240;29280;33740;40200;54450;4,6;6,3;0,352;64,7;54,5;3,4;6,8;25,8;9,5;0
640240114;s;s;16110;23630;31670;0,66;10970;14750;17710;20500;26900;29320;34220;41840;3,8;5,4;0,318;55,7;47,3;3,0;5,4;37,6;6,7;0
640240115;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
641020101;49,9;25,7;12920;20060;28000;0,75;6380;11050;14430;17610;22840;26230;30450;38400;6,0;7,9;0,351;69,2;61,0;4,6;3,6;25,8;5,0;0
641020201;46,0;24,2;13350;20100;26400;0,65;6470;11420;14920;17670;22400;25020;28290;34390;5,3;7,3;0,327;75,0;66,0;4,3;4,7;21,4;3,6;0
641020301;40,1;33,8;10580;17640;26340;0,89;2420;8670;12200;15120;20400;24010;28900;38090;15,7;14,4;0,401;72,8;61,6;5,7;5,5;22,4;4,8;0
641020501;47,8;26,3;12740;19970;30810;0,91;4550;10540;14560;17200;23500;27730;34000;46180;10,1;13,0;0,427;63,3;50,6;4,9;7,8;27,9;8,8;0
641020601;37,4;36,1;9870;16960;23680;0,81;2760;7980;11350;14410;19070;22270;25480;30760;11,2;10,8;0,350;71,1;63,2;5,1;2,8;26,1;2,8;0
641020602;46,1;27,4;12330;19200;27140;0,77;4980;10430;14090;16630;21990;25450;29350;37360;7,5;8,9;0,344;66,1;56,8;5,2;4,1;31,0;2,9;0
641020701;62,4;12,9;18720;28340;41100;0,79;11210;16950;20280;24630;32130;37230;45300;63480;5,7;7,2;0,368;54,9;44,7;2,6;7,6;35,3;9,8;0
641020702;47,7;26,3;12730;20300;29710;0,84;6430;10980;14540;17410;23520;27440;33160;43700;6,8;9,0;0,376;51,3;43,9;3,5;3,9;42,7;6,0;0
641020703;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
641020901;59,7;12,0;18360;25020;34270;0,64;11650;17010;19840;22490;28380;32000;37130;46160;4,0;5,1;0,300;62,5;54,2;3,0;5,3;30,8;6,7;0
641020902;47,0;21,3;14140;21620;32730;0,86;6650;12630;15620;18380;24650;29730;36340;50260;7,6;10,2;0,403;69,7;56,8;3,7;9,2;24,2;6,1;0
641020903;56,1;14,8;16980;23380;30810;0,59;11180;15650;18110;20850;25950;29090;32860;41910;3,7;5,1;0,307;59,2;51,0;3,2;5,0;34,7;6,1;0
641021001;23,7;58,1;6450;11150;18120;1,05;2420;5250;7320;8980;13810;16810;19690;24400;10,1;10,7;0,378;70,0;60,9;7,1;2,0;29,1;0,9;0
641021002;38,4;29,4;11660;18140;24260;0,69;5200;9460;13250;15680;20430;23070;26210;30760;5,9;7,7;0,316;66,0;59,7;4,2;2,1;32,4;1,6;0
641021003;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
641021101;54,7;12,6;17320;24120;33940;0,69;11730;15780;18540;21420;27540;31430;36850;50330;4,3;6,3;0,355;60,9;50,8;3,0;7,1;31,3;7,8;0
641021102;45,7;27,2;12350;21150;29750;0,82;5330;10640;14320;18010;23850;27720;32340;44590;8,4;9,6;0,371;48,6;40,8;2,6;5,2;46,6;4,8;0
641021201;53,1;17,8;15670;21890;29870;0,65;9260;13930;17020;19410;24900;27960;32100;40180;4,3;5,7;0,318;66,9;56,5;4,1;6,3;29,0;4,1;0
641220101;57,0;15,8;17130;27470;45040;1,02;9730;14710;19050;23310;32770;40730;50860;72120;7,4;12,0;0,459;42,4;34,4;2,9;5,1;36,8;20,8;0
641220102;58,4;18,3;16250;26910;40400;0,90;7860;13990;18160;22750;31240;36540;46120;60290;7,7;10,5;0,413;45,8;35,5;4,0;6,3;43,4;10,8;0
641220103;53,0;23,2;13930;22220;32830;0,85;7250;12130;15550;18840;26100;30220;37020;53410;7,4;9,9;0,409;53,6;44,9;3,7;5,0;38,1;8,3;0
641220104;58,4;15,4;17050;25740;41320;0,94;9650;15080;18900;22700;30310;37010;46330;62060;6,4;9,9;0,426;48,1;37,1;3,0;8,0;37,2;14,7;0
641220105;59,7;14,5;17690;26720;39000;0,80;10750;16010;19710;23020;30750;35210;44600;60320;5,6;7,9;0,387;44,5;35,5;2,6;6,4;44,3;11,2;0
641220106;55,8;17,3;16100;26260;40660;0,94;8290;13970;17720;21530;31040;37040;46340;64530;7,8;11,1;0,434;40,8;33,2;2,4;5,2;46,8;12,4;0
641220107;57,9;16,4;17150;26880;42220;0,93;9580;14980;19240;23230;31950;37730;46640;62440;6,5;12,1;0,473;42,2;35,1;3,2;3,9;45,3;12,5;0
641220108;56,6;16,4;16840;26020;39860;0,88;9010;15040;18580;22490;30710;36750;44010;60740;6,7;10,1;0,439;45,1;34,7;3,1;7,3;38,0;16,9;0
641220109;55,3;14,2;17040;24030;33970;0,70;10770;15590;18500;21370;26700;30970;38100;50220;4,7;6,2;0,337;55,8;45,8;3,4;6,6;36,4;7,8;0
641220110;47,6;22,6;14170;21820;33730;0,90;6800;12040;15620;19170;25910;30370;38270;48580;7,1;9,6;0,398;49,7;41,3;3,1;5,3;38,0;12,3;0
641220111;52,4;19,3;15330;24200;38380;0,95;8140;13400;16930;20590;28560;34830;43390;62740;7,7;10,7;0,428;49,4;39,0;3,3;7,1;35,8;14,8;0
641220112;s;s;13630;21360;30240;0,78;6160;11790;15030;18440;24180;27690;34620;44690;7,3;9,8;0,394;53,1;42,6;3,2;7,3;37,3;9,6;0
641290101;40,9;32,8;10180;18110;26720;0,91;3600;8060;12500;15300;20800;24320;29070;37580;10,4;12,8;0,402;58,9;51,9;3,8;3,2;36,6;4,5;0
641290102;49,2;23,3;14050;20320;27880;0,68;6660;11800;15190;17880;23060;25930;30570;37610;5,6;6,8;0,322;66,1;60,0;3,6;2,5;31,0;2,9;0
641290103;s;s;14270;19890;27690;0,67;8250;12520;15220;17570;21930;25790;29760;38810;4,7;6,0;0,318;64,7;57,9;4,2;2,6;32,8;2,5;0
641290104;50,8;22,0;14240;20740;29260;0,72;5450;11900;15990;18250;23780;27430;31880;41360;7,6;8,4;0,348;57,9;51,9;2,7;3,3;38,5;3,6;0
641290105;44,5;29,5;11710;18770;26930;0,81;5530;10200;13340;16200;21340;24470;29310;38440;6,9;8,5;0,368;69,5;60,4;4,0;5,1;27,4;3,1;0
641290106;51,6;18,2;15650;22170;29630;0,63;9200;13890;17200;19740;24530;27900;31940;38110;4,1;5,5;0,316;63,9;57,3;3,6;3,0;31,8;4,3;0
641290107;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
641400101;49,7;20,9;14690;21850;29320;0,67;8610;12860;16530;19060;24260;27560;31420;38340;4,5;5,7;0,311;63,1;56,2;3,9;3,0;32,5;4,4;1
641400102;50,2;16,1;16450;22360;29610;0,59;10560;14670;17690;20020;24770;27870;31380;38950;3,7;5,0;0,295;64,3;57,0;3,0;4,3;30,7;5,0;1
641400103;45,9;24,9;13270;19690;26640;0,68;6770;11580;14760;17140;22210;25130;28490;34540;5,1;6,5;0,318;65,5;57,5;4,4;3,6;30,3;4,2;1
641890101;49,8;14,8;16500;21950;29650;0,60;10180;14880;17780;19750;24530;27730;32130;40650;4,0;5,4;0,315;50,8;43,2;3,0;4,6;42,4;6,8;1
641890102;53,3;16,7;16220;24120;36550;0,84;9950;14900;17610;20690;28090;33300;40830;55700;5,6;8,5;0,406;44,0;35,7;2,6;5,7;42,8;13,2;1
642560101;43,0;18,1;15170;20370;27150;0,59;9350;13860;16140;18250;22590;25630;29970;38020;4,1;5,4;0,311;62,4;55,5;3,0;3,9;30,5;7,1;1
642560102;47,8;15,8;16060;21660;28790;0,59;10560;14620;17320;19750;24160;27020;31020;37520;3,6;5,0;0,306;65,8;56,6;3,0;6,2;26,7;7,5;1
642600101;46,2;26,9;12510;20480;29590;0,83;6050;10620;14350;17490;23540;27170;32500;42660;7,0;9,7;0,382;55,3;47,9;3,6;3,8;36,0;8,7;0
642600102;52,0;19,6;15340;22630;31670;0,72;8700;13360;17080;19900;25580;29650;33490;42120;4,8;6,7;0,338;72,6;65,1;3,2;4,3;22,4;5,0;0
642600103;42,2;27,9;12030;19010;26530;0,76;6010;10290;13870;16530;21640;24990;29050;36540;6,1;7,8;0,342;66,7;60,3;3,9;2,5;29,5;3,8;0
642600104;46,4;23,2;13890;20880;29350;0,74;6640;11730;15410;18250;24040;27000;31710;39140;5,9;7,8;0,350;62,9;55,3;3,3;4,3;31,6;5,5;0
642840101;55,2;15,0;16730;24260;34860;0,75;10540;15110;18460;21390;27540;32430;39150;50180;4,8;6,9;0,368;57,5;50,9;2,4;4,2;32,4;10,1;1
642840102;39,3;32,7;10090;18420;26650;0,90;2370;7910;12210;15420;21380;24680;30250;38630;16,3;16,0;0,409;56,7;51,7;3,1;1,9;38,3;5,0;1
642840103;48,0;21,7;14320;21700;30680;0,75;7180;12290;16020;18720;24800;28320;33040;41270;5,7;7,7;0,349;61,6;55,7;3,1;2,8;33,4;5,0;1
643350101;s;s;18810;27190;37420;0,68;13010;16870;20790;23990;30620;34730;40670;52160;4,0;5,5;0,321;65,3;59,2;2,1;4,0;28,0;6,7;1
643350102;57,4;16,5;17240;26090;37900;0,79;9750;15000;19280;22350;30000;34950;41430;52610;5,4;6,9;0,347;57,6;52,4;2,3;2,9;35,9;6,5;1
643350103;58,9;13,1;17290;24980;34360;0,68;11360;15630;18980;21860;28050;31870;37460;46600;4,1;5,1;0,307;68,3;61,9;3,0;3,4;27,5;4,2;1
643350104;s;s;18340;27520;38690;0,74;11090;16360;20030;23820;31030;35380;42010;53420;4,8;6,5;0,343;67,6;59,8;2,3;5,5;25,0;7,4;1
643480101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
643480102;57,7;14,1;17000;24440;34170;0,70;10790;15110;18350;21390;27320;31620;37180;49130;4,6;6,1;0,341;61,8;54,7;2,6;4,5;29,8;8,4;0
643480103;58,4;15,4;17270;24660;34080;0,68;10100;15280;18880;21940;27790;31720;37850;47600;4,7;6,2;0,329;65,5;58,3;2,8;4,4;28,4;6,1;0
643480104;s;s;12670;18860;25900;0,70;6870;11210;13880;16630;21610;24450;27930;33930;4,9;6,3;0,314;53,7;48,1;3,1;2,5;42,6;3,7;0
643480105;56,7;14,5;16970;24250;33200;0,67;10340;15470;18190;21360;27150;30950;36340;44590;4,3;5,7;0,326;62,4;55,9;2,8;3,7;31,7;5,9;0
644100101;23,8;48,2;7370;13840;19360;0,87;1580;6160;8780;11050;16000;18140;21040;25510;16,1;12,9;0,361;53,7;47,6;5,5;0,6;45,6;0,7;1
644100102;45,3;22,6;13870;19380;26040;0,63;8340;12440;14790;17150;21850;24720;28370;34180;4,1;5,2;0,291;58,8;54,0;3,0;1,8;39,1;2,1;1
644220101;35,1;35,1;10010;17190;24930;0,87;3410;8230;11610;14780;19750;22780;26740;32560;9,6;11,1;0,371;58,9;48,9;4,5;5,5;37,8;3,3;0
644220102;43,0;27,4;12380;19670;27140;0,75;5600;10560;14040;16850;22320;25280;29100;35440;6,3;8,1;0,348;63,1;52,2;4,9;6,0;32,7;4,2;0
644220103;39,6;29,7;11240;18830;25920;0,78;4060;9300;13320;16430;21450;24200;27720;34890;8,6;9,7;0,347;56,3;49,4;4,0;2,9;39,9;3,8;0
644220104;49,8;12,0;17040;22250;28750;0,53;12110;15730;18440;20290;24980;27380;31110;36760;3,0;3,9;0,257;57,2;50,5;2,8;3,9;38,7;4,1;0
644220105;43,4;27,0;12320;19790;27540;0,77;4800;10420;14440;17280;22450;25820;29320;35430;7,4;9,3;0,345;52,0;45,3;3,4;3,3;43,9;4,1;0
644300101;48,8;13,9;16530;22240;28800;0,55;11010;15100;17880;20030;24640;27330;31270;37530;3,4;4,3;0,275;56,3;51,0;2,5;2,8;39,2;4,5;0
644300102;41,2;22,4;14020;20790;29110;0,73;7930;12370;15830;18260;23540;26760;31150;39000;4,9;6,8;0,328;50,3;44,1;2,8;3,4;46,0;3,7;0
644300103;53,0;13,7;17010;23850;31950;0,63;10870;15360;18220;21340;26620;29540;34670;42740;3,9;5,5;0,321;56,2;50,5;1,8;3,9;36,5;7,3;0
644300104;s;s;10570;18200;26820;0,89;3600;9310;12400;15510;21030;24320;28820;36360;10,1;10,7;0,366;54,7;47,1;3,7;3,9;42,3;3,0;0
644300105;36,9;30,2;11350;18740;25420;0,75;4510;9860;13100;16150;21060;23950;27280;35120;7,8;9,2;0,354;55,4;48,5;4,0;2,9;41,5;3,1;0
644450101;54,5;25,6;12970;23070;37850;1,08;4380;10640;15000;18820;28320;34160;42890;60370;13,8;20,2;0,496;53,0;45,7;2,1;5,2;31,1;15,9;0
644450102;46,0;29,5;11100;20830;31700;0,99;2970;9140;13480;16710;24290;28630;34620;44230;14,9;16,8;0,428;62,8;55,2;3,1;4,5;31,5;5,7;0
644450103;38,9;36,5;9040;17360;27670;1,07;600;6730;10880;14080;20450;24680;30360;40000;66,2;24,1;0,436;67,1;58,6;4,1;4,4;29,3;3,6;0
644450104;30,7;51,6;4970;12630;20900;1,26;0;3120;6660;9250;15810;19340;22850;29480;so;45,1;0,456;54,7;48,4;4,7;1,6;43,7;1,6;0
644450105;34,2;43,8;6950;15170;23440;1,09;1400;5290;9110;12220;18130;21330;25200;32380;23,1;19,8;0,407;62,0;54,4;5,0;2,6;36,0;2,0;0
644450106;36,3;43,7;6770;15280;22770;1,05;410;4620;8520;11960;18310;20620;24080;29630;72,3;25,6;0,406;52,2;46,6;4,1;1,5;46,1;1,7;0
644450107;23,6;59,0;4200;10640;17930;1,29;70;2510;5500;8000;13630;16170;19550;25050;337,2;43,2;0,452;49,4;43,5;4,9;1,0;49,0;1,6;0
644450108;36,9;39,7;7810;16100;25310;1,09;540;5780;9830;13260;19310;23090;28200;36720;68,5;23,0;0,418;68,1;60,3;5,2;2,6;28,5;3,4;0
644450201;42,7;33,9;9900;17920;27490;0,98;3640;7950;11740;15220;21110;25350;31040;39660;10,9;14,8;0,421;60,8;53,2;3,4;4,2;34,0;5,2;0
644450202;43,7;31,8;10130;19120;28870;0,98;2420;7990;12400;16210;22430;26940;32380;42620;17,6;16,0;0,409;61,8;53,9;3,4;4,5;34,3;3,9;0
644450203;56,4;20,0;15320;24310;33380;0,74;7200;13160;17470;20910;26960;30980;35970;45630;6,3;7,5;0,334;62,1;55,3;3,3;3,5;33,6;4,3;0
644450204;39,2;35,3;9650;17490;25130;0,89;3070;7930;11520;14590;20360;23260;27270;33380;10,9;11,7;0,374;60,5;54,6;4,0;1,9;37,1;2,4;0
644450205;59,5;14,2;17500;24570;33830;0,66;10970;16420;18620;21610;27930;31350;37140;45640;4,2;5,4;0,311;60,4;54,9;2,1;3,4;35,1;4,5;0
644450206;42,3;27,6;12240;19730;29160;0,86;6390;10800;14270;16810;23380;26810;31370;40910;6,4;8,0;0,351;69,0;62,2;3,4;3,4;26,8;4,2;0
644450301;44,0;30,5;11290;18680;26910;0,84;5570;10000;13060;16390;21480;24840;29080;36660;6,6;8,6;0,353;67,5;61,1;3,8;2,6;28,7;3,8;0
644450302;38,8;35,0;9450;16680;23850;0,86;3150;7660;11280;14170;19250;21940;25820;32270;10,2;11,3;0,365;63,0;56,0;4,1;2,9;35,4;1,6;0
644450303;57,4;15,8;16960;24910;33970;0,68;10280;14900;18580;21730;27730;31460;37220;46520;4,5;6,0;0,326;57,5;52,4;2,5;2,6;37,1;5,4;0
644450304;49,9;25,0;13200;21760;32390;0,88;5330;11220;14970;18340;25450;30190;35760;50530;9,5;11,6;0,405;56,0;51,2;2,1;2,7;38,4;5,6;0
644450305;57,5;19,4;15520;23640;33680;0,77;8140;13470;17550;20680;27090;30970;37080;48390;5,9;7,5;0,352;56,1;49,3;2,8;4,0;39,7;4,2;0
644450306;s;s;2600;7330;12660;1,37;0;1340;3570;5430;8910;11020;14350;19610;so;67,7;0,489;67,0;57,3;8,0;1,7;31,6;1,4;0
644450307;55,1;22,9;14060;21620;29950;0,74;4210;12000;15690;19010;24310;27570;33520;44170;10,5;9,8;0,364;64,8;58,6;3,3;2,9;29,6;5,6;0
644450401;65,8;11,1;20560;30500;47320;0,88;12800;18350;22530;26130;37160;43420;53270;72440;5,7;7,6;0,379;61,0;52,5;1,8;6,7;31,2;7,8;0
644450402;42,7;38,8;8460;17130;27660;1,12;3150;6810;10210;13690;20900;24550;30720;39870;12,7;15,8;0,432;58,5;51,8;3,2;3,5;36,6;4,9;0
644450403;s;s;19710;30360;45380;0,85;10840;17810;21000;25680;35170;40860;50380;64140;5,9;8,2;0,377;53,0;43,2;1,6;8,2;41,3;5,7;0
644450404;41,0;31,1;11160;18840;29900;1,00;2340;8170;12960;16110;21860;26990;32470;41400;17,7;17,1;0,416;62,9;55,1;3,5;4,3;34,2;2,9;0
644450405;68,4;s;21700;31510;48000;0,83;12870;18750;23360;26660;37750;43950;53680;70050;5,4;8,4;0,410;51,5;42,8;1,7;7,0;32,1;16,4;0
644450501;49,3;24,8;13270;23230;37530;1,04;3630;10590;15060;19090;27460;34420;42420;59740;16,5;17,9;0,445;60,2;53,5;3,3;3,4;30,3;9,5;0
644450502;43,3;30,4;11100;19730;30390;0,98;2470;8820;12900;16760;23540;27780;33520;44860;18,2;16,2;0,414;66,7;57,6;3,3;5,8;29,3;4,0;0
644450503;47,6;24,1;13710;20660;30390;0,81;5530;11330;15220;17700;23790;27580;33880;42670;7,7;10,3;0,398;64,4;55,3;3,5;5,6;28,6;7,0;0
644450601;40,9;32,0;10760;18430;27600;0,91;4780;9110;12480;15770;21470;25320;29680;36740;7,7;9,9;0,369;65,6;55,8;4,8;5,0;31,3;3,1;0
644450602;42,9;34,5;10130;18310;27710;0,96;1990;7930;11980;15150;21550;25140;30960;40250;20,2;16,3;0,408;69,9;60,2;4,7;5,0;26,2;3,9;0
644830101;s;s;15960;24910;39830;0,96;9060;14470;17620;20870;29040;35760;45010;60470;6,7;9,5;0,415;35,7;29,1;2,4;4,2;48,8;15,5;0
644830102;37,4;28,2;12250;18370;25700;0,73;6860;10280;13700;16050;20980;23830;27700;34110;5,0;7,4;0,332;39,7;34,6;3,2;1,9;55,3;5,0;0
644830103;54,3;16,2;15990;22730;31090;0,66;9730;14400;17480;20130;25450;28820;33750;44800;4,6;6,3;0,338;64,5;54,6;4,2;5,7;27,1;8,4;0
644830104;49,8;21,9;14240;21240;30560;0,77;6460;12290;16000;18520;23950;28200;34140;48640;7,5;11,4;0,445;40,0;34,5;2,2;3,3;44,4;15,6;0
644830105;60,0;s;19290;28400;43530;0,85;12580;17560;21130;24830;33370;38960;47530;65770;5,2;8,3;0,419;34,0;25,8;2,1;6,1;44,8;21,2;0
644830106;50,6;17,2;15960;22560;31210;0,68;9960;13940;17410;19960;25360;28600;34740;46110;4,6;7,7;0,405;44,1;34,0;2,6;7,5;43,0;12,9;0
645450101;54,9;12,7;17340;23210;30830;0,58;11710;15870;18460;21010;25740;29100;33210;42740;3,6;5,2;0,319;60,8;52,6;2,6;5,6;26,9;12,3;1
645450102;49,9;18,3;15290;22310;29990;0,66;9820;13770;16710;19310;24790;28000;31830;41890;4,3;6,2;0,339;60,2;53,2;3,2;3,8;31,1;8,7;1
645450103;53,8;13,8;16650;23030;31020;0,62;11580;15210;17770;20330;25540;28290;33920;41400;3,6;4,8;0,299;56,1;48,3;2,7;5,1;36,8;7,1;1
650470101;44,7;19,2;14790;20450;27090;0,60;9530;13510;16170;18570;22650;25320;29410;35930;3,8;4,9;0,287;57,4;51,2;2,8;3,4;39,1;3,5;1
650470102;42,7;24,3;13290;19630;26770;0,69;6970;11570;14710;17110;22220;25380;28680;35510;5,1;6,8;0,316;57,8;49,9;3,4;4,5;38,1;4,1;1
