;IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20;keep
10440;751166301;68,7;17,5;18710;44710;95730;1,72;8240;14910;22340;32290;61130;83040;112380;180730;21,9;37,8;0,616;62,5;50,2;1,4;10,9;13,3;24,2;0;1
10441;751166302;72,8;13,4;22800;43720;78210;1,27;9990;19180;25740;34820;54170;68670;90930;148030;14,8;23,2;0,550;64,9;54,7;2,0;8,2;16,5;18,6;0;1
10442;751166303;71,4;11,1;24800;54270;102690;1,44;12000;21260;29410;40860;68150;83610;128260;191470;16,0;28,5;0,589;57,3;46,8;1,2;9,3;15,0;27,7;0;1
10443;751166304;71,5;13,1;24270;54000;108370;1,56;9390;19740;28730;39800;69740;92210;124170;196530;20,9;31,5;0,590;57,9;47,4;1,1;9,4;12,3;29,8;0;1
10444;751166305;66,6;19,5;16670;37440;83520;1,79;7040;13740;19150;25810;52310;71260;101450;167730;23,8;48,0;0,681;51,0;42,4;1,2;7,4;11,7;37,3;0;1
10445;751166306;71,8;12,4;24740;52420;100870;1,45;10490;19860;30330;40980;67400;86890;122140;188430;18,0;27,2;0,566;65,5;54,9;1,3;9,3;13,4;21,1;0;1
10446;751166307;72,5;12,0;25580;55640;103540;1,40;11080;19800;30130;40580;69750;90580;124380;225320;20,3;35,2;0,624;60,1;45,4;1,0;13,7;12,3;27,6;0;1
10447;751166308;70,7;12,3;23700;47690;84630;1,28;10630;19380;27300;35720;60300;74440;94170;138900;13,1;20,4;0,530;68,2;56,1;1,8;10,3;13,4;18,4;0;1
10448;751166309;71,2;11,6;24230;59780;111390;1,46;10820;20450;31530;45360;76260;98800;130530;188650;17,4;23,6;0,519;69,2;55,9;1,2;12,1;12,2;18,6;0;1
10449;751166310;74,1;s;25900;53850;100880;1,39;11940;21970;31770;41720;67150;89810;116070;182810;15,3;23,3;0,543;63,8;52,8;1,3;9,7;14,6;21,6;0;1
10450;751166311;76,1;s;26040;51650;99620;1,42;9910;19990;30020;38550;65990;81690;116210;179640;18,1;39,9;0,652;57,3;52,5;0,9;3,9;10,6;32,1;0;1
10451;751166377;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10452;751166401;71,4;s;21470;46050;85600;1,39;9750;18010;24470;35400;58620;72850;97410;151760;15,6;29,6;0,586;62,4;53,3;2,0;7,1;15,4;22,2;0;1
10453;751166402;71,6;15,6;20770;43670;80110;1,36;8390;17130;23960;32390;54870;68470;93720;157220;18,7;48,4;0,702;47,9;40,4;0,8;6,7;9,8;42,3;0;1
10454;751166403;71,2;13,4;21560;47260;87010;1,38;9250;17990;25720;35190;58770;74880;101090;150770;16,3;30,8;0,605;57,5;50,8;1,5;5,2;12,0;30,5;0;1
10455;751166404;73,9;12,2;24340;44960;88190;1,42;11530;20320;28260;37070;58270;74560;104350;154310;13,4;26,9;0,598;63,1;56,5;1,4;5,2;10,8;26,1;0;1
10456;751166405;75,7;14,0;25220;50190;89260;1,28;9860;19740;28980;38840;62650;78480;99710;142420;14,4;21,5;0,517;70,1;56,6;1,8;11,7;11,6;18,3;0;1
10457;751166406;70,9;12,1;24390;50360;109650;1,69;11070;19750;29970;39280;64280;91570;131700;209850;19,0;48,1;0,701;47,7;41,0;0,6;6,1;9,7;42,6;0;1
10458;751166407;71,4;14,8;21860;45420;85550;1,40;8770;17330;26080;35900;56610;73720;99210;152870;17,4;42,1;0,661;70,2;61,4;1,3;7,5;12,0;17,8;0;1
10459;751166409;71,1;14,9;22790;43020;83070;1,40;8580;17460;27100;34080;56330;72010;99070;159240;18,6;28,3;0,569;67,4;56,9;1,6;8,9;13,8;18,8;0;1
10460;751166410;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10461;751166411;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10462;751166412;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10463;751166413;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10464;751166499;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10465;751176501;73,4;12,8;24060;44820;79560;1,24;11740;19550;27780;36600;55790;71240;90390;127310;10,8;19,7;0,529;68,7;57,6;1,8;9,3;12,4;18,9;0;1
10466;751176502;77,6;s;31000;57070;91630;1,06;14110;25610;37270;48150;69410;85080;99760;141550;10,0;14,2;0,460;70,0;61,9;2,0;6,1;15,3;14,7;0;1
10467;751176503;74,1;12,6;23640;44310;72000;1,09;10790;18750;27280;36220;53700;64840;83280;108100;10,0;14,9;0,458;70,4;61,4;2,3;6,7;16,8;12,8;0;1
10468;751176504;78,0;9,8;27730;49400;78700;1,03;13300;23330;32770;39910;60170;71370;89940;119800;9,0;12,9;0,452;71,8;62,5;2,1;7,2;14,9;13,3;0;1
10469;751176505;66,9;27,4;12180;24910;43820;1,27;6750;10500;14440;20970;30930;38010;49270;69750;10,3;14,4;0,472;55,8;49,9;2,1;3,8;34,0;10,2;0;1
10470;751176506;73,4;13,0;22450;40620;65730;1,07;9980;18340;26060;33330;48760;60160;73080;103270;10,3;14,2;0,446;71,5;59,7;2,3;9,5;16,8;11,7;0;1
10471;751176507;76,5;12,1;24310;44290;73250;1,10;11080;21000;28330;36730;53020;64340;83570;112850;10,2;13,1;0,438;72,8;62,0;2,5;8,3;16,3;10,9;0;1
10472;751176508;79,3;9,3;29300;55380;88150;1,06;13900;24030;35130;45280;65640;79350;100630;145760;10,5;13,9;0,458;73,1;63,8;1,8;7,5;13,6;13,3;0;1
10473;751176509;79,3;s;30970;54720;85160;0,99;15150;26740;35540;45750;66810;78260;98370;140340;9,3;15,3;0,503;65,1;55,1;2,1;7,9;13,8;21,1;0;1
10474;751176510;75,4;11,0;25930;45530;76310;1,11;12020;22370;29610;36790;55560;68800;87790;134050;11,2;17,8;0,516;75,7;63,3;2,1;10,3;11,9;12,4;0;1
10475;751176511;78,1;10,4;27240;46330;79070;1,12;12580;21920;30570;39010;56720;70210;90320;120600;9,6;14,0;0,458;71,2;58,2;2,2;10,8;15,9;12,9;0;1
10476;751176512;75,6;11,6;24380;43960;72460;1,09;11320;19830;27480;35980;52450;63570;83760;110180;9,7;14,8;0,481;73,5;59,6;2,4;11,5;13,6;12,9;0;1
10477;751176513;79,1;s;28320;47060;74250;0,98;12980;23250;31140;40130;55200;67540;82800;115490;8,9;11,8;0,425;74,5;64,6;1,9;8,0;16,0;9,5;0;1
10478;751176514;77,0;10,4;26800;46270;73090;1,00;12590;22590;30420;37840;54610;64920;78750;105010;8,3;10,6;0,412;71,3;62,3;2,4;6,6;17,8;10,9;0;1
10479;751176515;58,5;26,6;12640;22600;37210;1,09;5480;10330;14520;18820;27580;33110;41740;56720;10,4;14,5;0,456;70,0;61,2;3,9;4,9;22,4;7,6;0;1
10480;751176516;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10481;751176601;78,6;s;28760;51760;91630;1,21;14750;24340;33030;42540;64100;79620;103970;168350;11,4;16,3;0,507;76,9;65,0;1,7;10,2;10,5;12,6;0;1
10482;751176602;76,4;8,8;26140;46760;85290;1,26;14520;22270;30080;38800;57940;74960;102070;146810;10,1;15,9;0,503;72,7;62,2;1,7;8,8;13,7;13,6;0;1
10483;751176603;75,9;8,3;30710;60240;116530;1,42;14700;25230;37120;48610;77670;102430;135110;218780;14,9;24,1;0,568;63,6;50,8;1,6;11,2;10,4;26,0;0;1
10484;751176604;78,2;9,2;28340;51850;86080;1,11;14230;24290;33610;42790;61630;75370;99290;161810;11,4;16,3;0,503;68,3;60,3;2,3;5,7;13,3;18,4;0;1
10485;751176605;77,5;s;29990;54680;91150;1,12;15990;24900;34370;43960;66270;81470;103480;161140;10,1;14,3;0,473;69,7;60,2;2,0;7,5;13,8;16,5;0;1
10486;751176606;77,2;s;32220;64930;126760;1,46;14260;26030;37690;49440;81890;108720;141810;210380;14,8;22,2;0,531;66,4;56,0;1,0;9,4;11,5;22,1;0;1
10487;751176607;74,6;10,9;29050;55670;99760;1,27;12550;23210;33840;45150;71200;88940;115730;173230;13,8;17,5;0,482;70,4;59,8;1,7;8,9;12,9;16,7;0;1
10488;751176608;78,6;s;34200;69910;128100;1,34;15090;28210;40750;53440;86320;108420;150550;218480;14,5;21,9;0,547;71,6;55,0;1,3;15,3;10,4;18,0;0;1
10489;751176609;78,3;s;29940;56880;99810;1,23;16580;25930;36430;45410;69160;86370;114430;165580;10,0;16,5;0,513;69,5;56,2;1,3;12,0;14,7;15,8;0;1
10490;751176610;79,8;s;30220;54990;102920;1,32;15330;25260;35370;44890;70850;88440;116680;162940;10,6;15,5;0,497;65,6;54,4;1,3;9,9;17,0;17,4;0;1
10491;751176611;80,5;8,3;32310;55940;89180;1,02;15360;26550;36520;45770;65940;78400;100490;148490;9,7;14,8;0,482;71,9;58,4;1,6;11,9;15,5;12,6;0;1
10492;751176612;78,2;9,8;32850;54120;82460;0,92;13950;28120;38280;46930;64860;76960;95090;133870;9,6;12,5;0,439;70,8;58,3;2,1;10,4;15,8;13,4;0;1
10493;751176613;76,8;s;26650;47310;81900;1,17;12910;22010;30730;38260;56650;71900;92830;135820;10,5;15,0;0,486;68,2;55,8;1,9;10,5;17,5;14,3;0;1
10494;751176614;59,6;24,6;13410;23730;38500;1,06;6170;11250;15160;19550;28510;34390;45480;68020;11,0;16,1;0,492;67,4;57,8;3,6;6,0;23,2;9,4;0;1
10495;751176615;49,4;42,8;8240;15320;27020;1,23;3840;6950;9350;12210;19570;23990;29840;37890;9,9;13,1;0,420;70,1;63,3;5,1;1,7;27,1;2,8;0;1
10496;751176616;41,6;41,8;8590;15020;23230;0,97;4370;7250;10030;12510;18030;21450;25800;32390;7,4;9,4;0,373;67,3;61,6;4,8;0,9;30,6;2,1;0;1
10497;751176701;74,9;15,5;20230;37420;57640;1,00;8260;16610;24520;31140;44440;52450;63790;83450;10,1;12,6;0,427;86,0;77,5;3,2;5,3;9,3;4,7;0;1
10498;751176702;73,6;12,5;23550;41810;67310;1,05;10350;19220;26400;33580;50000;60740;73260;96550;9,3;12,5;0,429;80,7;71,2;2,6;6,9;11,5;7,8;0;1
10499;751176703;74,6;15,9;19650;36300;58350;1,07;9640;16040;22680;29330;43000;52750;65770;93680;9,7;14,1;0,457;79,8;70,1;4,0;5,7;9,6;10,6;0;1
10500;751176704;79,6;s;26640;42670;65370;0,91;14870;23660;29330;35050;48220;58950;75550;99620;6,7;9,7;0,420;82,2;71,9;2,9;7,4;9,2;8,6;0;1
10501;751176705;78,5;s;26420;42040;64240;0,90;12440;22970;30350;36120;49290;59540;73320;99990;8,0;16,8;0,550;68,6;59,4;2,3;6,9;9,0;22,4;0;1
10502;751176706;77,4;9,1;26760;43160;66240;0,91;14800;23110;29890;35820;50780;59460;74000;93890;6,3;8,8;0,386;82,1;72,2;2,8;7,1;11,8;6,1;0;1
10503;751176707;77,6;s;25780;44650;70750;1,01;12450;21700;29600;37500;52140;63520;79680;101280;8,1;11,9;0,432;79,1;69,9;2,1;7,1;11,2;9,7;0;1
10504;751176708;75,3;14,7;22870;40540;62800;0,99;8320;17830;26690;32870;48560;57770;69410;87990;10,6;13,1;0,420;81,1;69,9;3,0;8,2;10,6;8,3;0;1
10505;751176709;76,7;13,0;22860;39180;60090;0,95;10190;18430;26100;31980;46510;54060;67550;87720;8,6;12,0;0,426;85,7;75,6;2,8;7,3;9,1;5,2;0;1
10506;751176710;75,2;12,6;23030;41530;67320;1,07;11380;19340;26620;34160;50000;59420;74220;103510;9,1;11,7;0,429;80,6;69,0;2,5;9,1;12,6;6,8;0;1
10507;751176711;77,5;12,4;23360;37480;57430;0,91;11060;19580;25590;31850;45010;52330;63170;89180;8,1;10,0;0,402;85,5;76,2;2,3;7,0;9,4;5,1;0;1
10508;751176712;79,1;11,2;26890;45020;65910;0,87;11980;22320;30840;38200;53460;60960;71480;92100;7,7;9,1;0,369;80,4;71,5;2,8;6,1;13,1;6,5;0;1
10509;751176713;79,8;s;27680;44610;66600;0,87;16130;23850;30990;38260;51410;61690;73370;94080;5,8;7,2;0,356;82,6;72,7;3,5;6,4;12,0;5,4;0;1
10510;751176714;57,6;35,4;9160;19920;36820;1,39;4230;7290;11070;14980;25350;32520;41930;63040;14,9;22,4;0,521;84,1;74,7;3,3;6,1;10,1;5,8;0;1
10511;751176715;76,3;9,7;25580;46450;71040;0,98;13390;21580;30010;37950;55150;64820;79220;113420;8,5;11,8;0,440;77,6;69,3;2,6;5,7;12,0;10,4;0;1
10512;751176716;72,2;19,6;16770;34710;59110;1,22;7210;13620;20740;26330;43420;51950;67410;98380;13,6;20,5;0,520;70,9;63,2;2,9;4,8;15,9;13,2;0;1
10513;751176801;74,0;15,5;19160;33110;50360;0,94;8480;15930;22160;27960;39500;46280;54940;69320;8,2;9,5;0,377;86,5;77,7;3,1;5,7;9,6;3,9;0;1
10514;751176802;74,1;14,3;21050;38480;58000;0,96;9240;17050;24990;31690;46180;52940;65110;88630;9,6;12,5;0,422;84,6;72,4;2,9;9,3;10,6;4,8;0;1
10515;751176803;74,7;15,4;20170;35790;53510;0,93;9340;16640;24060;30190;42100;49600;59880;79000;8,5;10,2;0,394;85,3;74,9;3,4;7,0;10,0;4,7;0;1
10516;751176804;74,8;14,0;21320;36720;55760;0,94;9570;17760;24340;30200;43290;51180;61170;76790;8,0;10,4;0,390;85,1;75,1;3,2;6,8;11,2;3,7;0;1
10517;751176805;69,5;20,5;15800;29600;46370;1,03;5960;12830;18640;24400;35760;42680;51090;66640;11,2;12,9;0,412;86,6;75,9;3,6;7,1;9,4;4,0;0;1
10518;751176806;65,2;25,2;13090;26020;44440;1,20;6110;10830;15160;19970;32180;40100;50140;70480;11,5;15,8;0,468;84,2;75,1;3,2;5,9;11,6;4,2;0;1
10519;751176807;68,8;20,1;16090;31590;48130;1,01;6280;12880;19160;25210;37720;43760;53370;70830;11,3;15,4;0,456;81,0;70,8;3,8;6,4;11,4;7,6;0;1
10520;751176808;72,7;19,0;16730;31250;48500;1,02;5930;13690;19680;25730;37680;43790;52170;64060;10,8;12,3;0,397;84,9;76,3;3,5;5,1;10,7;4,4;0;1
10521;751176809;65,6;23,1;14300;27300;43110;1,06;5960;11710;16630;22310;32060;39450;48140;62060;10,4;12,1;0,403;84,9;76,5;3,9;4,5;12,7;2,4;0;1
10522;751176810;75,0;14,9;20950;35350;53130;0,91;9890;17240;24220;30110;41050;48960;58310;72520;7,3;9,4;0,372;77,9;69,1;2,8;6,0;17,6;4,5;0;1
10523;751176811;69,2;21,7;15710;29800;47330;1,06;6160;12240;17540;23840;36720;43590;52020;67940;11,0;12,8;0,406;82,1;73,2;3,7;5,2;12,9;5,0;0;1
10524;751176812;62,3;30,6;10120;24370;38920;1,18;4630;8080;12830;18590;29680;35400;44120;58630;12,7;17,7;0,446;89,4;79,2;4,8;5,4;6,8;3,8;0;1
10525;751176813;56,5;33,3;10210;20000;32950;1,14;4720;8030;11910;15810;24650;29190;36540;47680;10,1;12,8;0,419;78,1;71,7;4,4;2,0;19,3;2,6;0;1
10526;751176814;55,6;35,1;10430;18810;31170;1,10;4320;8500;11770;15160;22480;27800;35690;48470;11,2;15,1;0,444;81,7;72,8;3,9;5,0;16,3;2,0;0;1
10527;751176815;56,9;29,7;11110;21050;34290;1,10;4770;9060;13250;17090;24930;30960;38490;52510;11,0;15,6;0,456;80,3;69,0;3,8;7,5;16,1;3,6;0;1
10528;751176816;35,3;51,5;7650;12690;20230;0,99;2980;6160;8460;10720;15450;18190;22370;28760;9,6;11,3;0,393;70,6;64,7;4,8;1,1;27,6;1,8;0;1
10529;751176817;s;s;8160;14520;21900;0,95;4640;7200;8950;11880;17010;19950;23390;29880;6,4;8,5;0,380;76,0;68,9;6,1;1,0;23,0;1,0;0;1
10530;751186901;71,4;18,3;17300;31560;48810;1,00;7980;14140;19850;25980;37580;44580;53910;72630;9,1;12,5;0,428;82,8;69,4;4,9;8,5;11,7;5,5;0;1
10531;751186902;66,2;21,2;14860;29190;47050;1,10;6290;12200;17920;24180;35210;43070;53250;72810;11,6;16,9;0,462;81,7;68,8;5,5;7,4;11,2;7,1;0;1
10532;751186903;72,2;17,5;18010;33280;53220;1,06;8030;14630;20740;26780;40490;48690;60670;82620;10,3;16,9;0,502;79,0;61,3;3,5;14,2;11,7;9,3;0;1
10533;751186904;73,2;14,9;21390;38150;59820;1,01;8350;17510;25500;31840;44400;53130;65860;85760;10,3;12,9;0,420;84,4;75,1;3,0;6,3;10,5;5,1;0;1
10534;751186905;69,9;18,9;16260;32100;49450;1,03;7660;13790;19280;25380;38190;45300;55240;71690;9,4;12,1;0,415;80,1;69,8;4,1;6,2;13,9;6,0;0;1
10535;751186906;71,7;17,5;17900;31670;48740;0,97;7110;14790;21080;26370;37700;44860;54980;71640;10,1;12,2;0,415;81,1;70,4;4,1;6,6;15,0;3,9;0;1
10536;751186907;72,6;14,7;19580;33650;53770;1,02;9470;16390;21770;28290;40430;48740;59040;76660;8,1;10,1;0,401;82,3;71,5;3,9;6,9;12,8;4,9;0;1
10537;751186908;74,9;14,6;21490;35090;53350;0,91;9130;17890;23790;29940;41140;48110;58940;86130;9,4;15,1;0,495;77,4;63,0;3,5;10,9;11,5;11,1;0;1
10538;751186909;69,3;16,0;18020;33530;55140;1,11;7740;15460;21510;27990;41350;49570;65700;89580;11,6;17,2;0,493;75,1;64,5;3,9;6,7;14,4;10,5;0;1
10539;751186910;79,8;s;26480;43000;65150;0,90;14600;23210;30010;35550;50510;58640;73490;95120;6,5;8,7;0,391;77,0;66,4;3,3;7,3;15,5;7,5;0;1
10540;751186911;80,5;s;30050;49060;80910;1,04;16010;25930;33830;41300;59270;73230;96990;138800;8,7;17,4;0,552;70,7;61,4;2,2;7,1;12,6;16,7;0;1
10541;751186912;78,1;10,5;22990;37250;55580;0,87;12710;19520;25960;31050;43950;50920;62380;85770;6,8;10,5;0,435;79,2;66,9;3,5;8,8;12,6;8,2;0;1
10542;751186913;74,6;13,8;21060;34330;51020;0,87;10090;17610;23650;29590;41120;47170;57300;73590;7,3;9,4;0,385;74,3;64,7;3,8;5,8;18,1;7,6;0;1
10543;751186914;75,9;s;22290;33840;53130;0,91;12690;19430;24400;29280;40250;48540;57550;78910;6,2;10,6;0,453;77,7;65,2;3,2;9,3;11,7;10,6;0;1
10544;751186915;65,3;22,8;14370;28760;45900;1,10;6370;11760;16490;22420;33930;41400;49720;65450;10,3;13,7;0,423;75,5;66,3;3,8;5,4;20,0;4,5;0;1
10545;751186916;65,7;25,3;12960;26360;42310;1,11;5510;10780;15430;20900;31640;38120;47500;64320;11,7;14,5;0,440;71,6;64,3;3,4;3,9;22,0;6,4;0;1
10546;751186917;73,5;14,4;20510;33910;51600;0,92;9100;17570;22980;28900;39070;45810;56560;72720;8,0;10,9;0,409;78,6;66,7;3,1;8,8;15,6;5,8;0;1
10547;751186918;74,0;14,0;21080;33980;49790;0,84;9490;17610;24000;28790;39470;45740;55210;70630;7,4;9,6;0,381;82,0;72,0;3,8;6,2;13,4;4,6;0;1
10548;751186919;72,9;17,0;18150;31750;48030;0,94;7120;14960;21030;26740;37370;44190;53820;69520;9,8;11,8;0,403;82,3;70,7;4,3;7,3;12,5;5,2;0;1
10549;751186920;65,1;24,6;13330;24550;38270;1,02;5590;10520;15800;20810;29480;35230;41980;51130;9,2;12,0;0,387;86,9;76,6;5,1;5,2;11,2;1,9;0;1
10550;751186921;66,3;26,9;12450;25380;39280;1,06;4740;10050;14880;20530;30580;36400;42800;55110;11,6;14,4;0,419;79,4;70,0;4,9;4,5;16,6;4,0;0;1
10551;751186922;74,8;13,6;22290;34720;52410;0,87;9920;19040;25190;30290;40920;47360;57040;68640;6,9;8,2;0,352;70,4;63,3;3,2;3,9;24,0;5,6;0;1
10552;751186923;61,2;28,4;11920;22870;38950;1,18;4930;9630;13790;18240;27890;34880;45040;61270;12,4;15,0;0,444;77,0;69,7;3,9;3,4;19,1;3,9;0;1
10553;751186924;59,4;29,7;11230;21030;34950;1,13;4870;9490;13190;16910;25510;31120;39100;53070;10,9;13,2;0,426;80,8;72,3;4,3;4,2;16,4;2,8;0;1
10554;751186925;47,5;43,6;8800;15700;27140;1,17;4660;7380;9640;11920;19780;24210;31540;42720;9,2;13,0;0,446;80,0;70,3;5,0;4,7;17,3;2,7;0;1
10555;751186926;29,3;53,2;6980;12410;18380;0,92;3360;5890;8010;10270;14330;16810;19890;25010;7,5;9,5;0,361;75,9;69,4;5,8;0,7;23,8;0,3;0;1
10556;751186927;29,8;57,2;7150;12030;17730;0,88;3620;6290;8240;10030;13930;16270;19380;24110;6,7;7,7;0,350;70,5;64,0;5,5;1,0;28,7;0,8;0;1
10557;751186928;28,8;53,8;7180;12340;18490;0,92;3080;6160;7990;10070;14510;17220;20180;24880;8,1;9,8;0,359;69,8;62,6;6,7;0,5;29,5;0,7;0;1
10558;751186929;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10559;751187001;69,6;21,8;14940;28550;44960;1,05;6560;12030;18080;23150;34420;41500;50790;66510;10,1;15,3;0,455;83,5;74,1;4,2;5,2;8,6;7,9;0;1
10560;751187002;72,4;16,3;18080;31860;47440;0,92;7780;15310;20670;26400;36840;43270;53430;72870;9,4;11,1;0,405;82,4;69,7;4,8;7,9;12,2;5,4;0;1
10561;751187003;70,9;16,8;18870;33860;52990;1,01;8820;15720;22050;28120;40560;48280;55790;74730;8,5;12,0;0,414;82,0;71,9;4,4;5,7;11,8;6,2;0;1
10562;751187004;72,0;18,3;18430;32430;52070;1,04;8000;14790;21860;27180;39460;48890;59850;82640;10,3;14,2;0,445;79,9;67,1;4,2;8,6;11,7;8,4;0;1
10563;751187005;68,5;16,3;18750;32560;52940;1,05;7330;15610;21630;27050;38880;46910;62220;86530;11,8;20,6;0,543;73,5;61,2;4,2;8,1;9,8;16,7;0;1
10564;751187006;71,6;17,1;17700;31500;46660;0,92;7840;15380;20330;25940;36760;42190;51470;68480;8,7;10,8;0,401;84,0;73,0;5,2;5,8;9,8;6,2;0;1
10565;751187007;64,7;27,4;11920;25060;43570;1,26;4460;9670;14350;19920;30630;38690;47970;64810;14,5;19,2;0,469;82,6;68,9;5,0;8,7;12,1;5,3;0;1
10566;751187008;74,9;s;24340;42050;62900;0,92;12850;21340;28590;34850;48480;56410;69330;93220;7,3;10,9;0,440;73,9;64,9;3,8;5,2;14,7;11,4;0;1
10567;751187009;72,0;15,8;18530;32510;51480;1,01;8220;15940;22220;28070;38550;46260;56420;79220;9,6;12,9;0,440;81,1;66,0;4,0;11,1;13,1;5,8;0;1
10568;751187010;69,5;18,7;16300;30040;47800;1,05;7220;13940;18760;23860;35420;42550;52700;68250;9,4;12,2;0,419;82,6;71,2;4,1;7,3;12,9;4,5;0;1
10569;751187011;73,2;14,7;19820;33470;50400;0,91;9520;16090;22930;27930;40020;46290;55640;70470;7,4;9,3;0,370;80,4;69,7;4,5;6,2;14,0;5,6;0;1
10570;751187012;75,1;11,3;21900;36860;55140;0,90;11890;19090;25340;30900;42730;49290;60430;77360;6,5;9,1;0,390;84,0;72,5;4,2;7,3;12,6;3,4;0;1
10571;751187013;75,5;11,7;22230;36700;53390;0,85;11150;19770;25180;31170;41770;47780;60070;75700;6,8;8,8;0,376;79,9;68,4;4,3;7,2;15,8;4,3;0;1
10572;751187014;73,7;20,7;15160;27840;40950;0,93;6480;12570;17490;22370;32680;38460;46580;59210;9,1;11,2;0,392;89,5;77,0;5,5;7,0;8,2;2,3;0;1
10573;751187015;74,2;14,3;19130;32000;45180;0,81;9940;16860;22360;26860;36490;41970;48940;62840;6,3;7,9;0,352;85,7;76,8;4,4;4,5;11,7;2,6;0;1
10574;751187016;70,0;21,5;15070;28950;46690;1,09;6730;12350;18140;23960;34850;42140;52600;69010;10,3;12,1;0,418;86,1;73,9;4,6;7,6;11,2;2,7;0;1
10575;751187017;60,3;32,7;10290;21170;37120;1,27;3320;8170;11920;16330;27860;33580;41160;55170;16,6;17,8;0,455;86,1;74,4;6,1;5,6;9,4;4,5;0;1
10576;751187018;61,9;32,9;10790;20600;32320;1,05;4560;8810;12490;15900;25030;29880;35690;46500;10,2;13,1;0,421;83,5;73,1;5,4;5,0;14,1;2,4;0;1
10577;751187019;65,1;25,9;12950;24890;39670;1,07;5730;10230;15060;20610;30480;36150;42780;54730;9,6;12,6;0,400;82,9;72,9;4,7;5,3;14,2;2,9;0;1
10578;751187020;64,0;25,0;13150;25370;40520;1,08;6290;10560;15880;20140;30350;36710;44300;56050;8,9;11,4;0,399;85,1;74,8;5,2;5,1;11,8;3,1;0;1
10579;751187021;69,9;24,7;13230;30180;50550;1,24;5040;10600;16860;23290;36110;44470;57280;77120;15,3;18,5;0,466;80,1;68,4;4,5;7,2;12,1;7,8;0;1
10580;751187022;73,6;14,9;19640;31800;47570;0,88;9000;17300;22710;27600;36830;43490;52280;68810;7,6;8,9;0,369;85,0;73,5;4,4;7,1;11,9;3,1;0;1
10581;751187023;s;s;8630;16090;26980;1,14;3940;7460;9790;12460;19410;24140;30300;41380;10,5;13,1;0,430;78,4;69,9;4,9;3,6;19,1;2,5;0;1
10582;751187024;68,6;19,0;16090;27620;42650;0,96;7400;13600;18060;22400;33040;39480;47640;57070;7,7;9,6;0,376;87,2;75,8;5,2;6,2;9,8;3,0;0;1
10583;751187025;64,2;22,8;14670;26970;42580;1,03;6180;11030;16360;21290;32860;38610;47000;62240;10,1;12,3;0,400;80,2;71,5;4,4;4,3;15,1;4,7;0;1
10584;751187026;63,4;29,0;11740;23070;36090;1,06;4660;9620;13780;17730;27750;32640;40020;53140;11,4;14,3;0,432;83,8;71,8;5,7;6,3;12,9;3,3;0;1
10585;751187027;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10586;751187101;59,2;30,9;10830;22000;35170;1,11;4490;8390;12830;17250;26530;31960;39040;52810;11,8;15,3;0,436;83,3;70,9;6,5;5,9;12,5;4,2;0;1
10587;751187102;46,4;49,8;7570;13240;21890;1,08;3400;6520;8700;10820;16220;19120;25930;41160;12,1;15,0;0,468;80,3;68,5;6,5;5,3;17,6;2,1;0;1
10588;751187103;47,8;49,9;6310;13500;25430;1,42;2350;5700;7600;9900;17350;22350;29400;43300;18,4;22,9;0,517;80,4;69,5;5,7;5,2;13,3;6,3;0;1
10589;751187104;58,2;34,8;9500;18510;32260;1,23;3780;7670;11340;14760;23320;29400;35830;46650;12,3;15,7;0,435;86,4;75,2;6,5;4,7;11,0;2,6;0;1
10590;751187105;56,4;38,7;8800;18030;31670;1,27;3590;7550;10640;13730;23590;28970;35750;45450;12,6;15,9;0,441;85,7;72,8;6,4;6,5;12,4;1,9;0;1
